,Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
4660,ORDER4661,2023-10-31,In Transit,101,400.94,2,RIDER4661
4661,ORDER4662,2023-11-16,Failed,52,267.58,3,RIDER4662
4662,ORDER4663,2023-07-15,In Transit,68,233.25,5,RIDER4663
4663,ORDER4664,2023-03-27,Failed,113,313.13,2,RIDER4664
4664,ORDER4665,2023-02-07,Failed,42,166.34,3,RIDER4665
4665,ORDER4666,2023-10-08,In Transit,113,267.69,4,RIDER4666
4666,ORDER4667,2023-12-13,Failed,71,394.64,5,RIDER4667
4667,ORDER4668,2023-11-04,Delivered,53,75.03,3,RIDER4668
4668,ORDER4669,2023-10-09,Delivered,115,483.29,5,RIDER4669
4669,ORDER4670,2023-07-13,In Transit,115,68.58,5,RIDER4670
4670,ORDER4671,2023-09-08,Failed,107,341.59,3,RIDER4671
4671,ORDER4672,2023-12-30,Delivered,100,124.27,2,RIDER4672
4672,ORDER4673,2023-05-07,In Transit,103,142.67,2,RIDER4673
4673,ORDER4674,2023-10-22,Delivered,97,299.17,3,RIDER4674
4674,ORDER4675,2023-10-03,Delivered,87,460.87,2,RIDER4675
4675,ORDER4676,2023-10-23,In Transit,78,332.59,1,RIDER4676
4676,ORDER4677,2023-03-06,In Transit,48,158.88,2,RIDER4677
4677,ORDER4678,2023-06-18,Delivered,32,250.41,4,RIDER4678
4678,ORDER4679,2023-06-09,Failed,17,487.41,2,RIDER4679
4679,ORDER4680,2023-10-05,Delivered,103,394.31,1,RIDER4680
4680,ORDER4681,2023-01-31,In Transit,35,379.68,2,RIDER4681
4681,ORDER4682,2023-04-14,Failed,29,228.3,5,RIDER4682
4682,ORDER4683,2023-05-17,Delivered,40,305.79,1,RIDER4683
4683,ORDER4684,2023-02-04,Failed,66,414.17,2,RIDER4684
4684,ORDER4685,2023-06-03,Failed,21,145.16,2,RIDER4685
4685,ORDER4686,2023-08-05,In Transit,11,97.55,3,RIDER4686
4686,ORDER4687,2023-12-05,Failed,86,194.76,1,RIDER4687
4687,ORDER4688,2023-05-22,In Transit,43,450.08,2,RIDER4688
4688,ORDER4689,2023-07-03,Failed,116,263.72,3,RIDER4689
4689,ORDER4690,2023-01-01,Failed,78,499.2,4,RIDER4690
4690,ORDER4691,2023-12-29,Failed,42,464.46,4,RIDER4691
4691,ORDER4692,2023-12-24,In Transit,91,167.0,4,RIDER4692
4692,ORDER4693,2023-08-01,In Transit,119,307.04,4,RIDER4693
4693,ORDER4694,2023-02-19,Failed,111,268.46,3,RIDER4694
4694,ORDER4695,2023-11-20,Delivered,114,372.95,2,RIDER4695
4695,ORDER4696,2023-09-11,Failed,77,232.93,5,RIDER4696
4696,ORDER4697,2023-09-08,Failed,102,55.0,4,RIDER4697
4697,ORDER4698,2023-11-22,Delivered,13,244.09,3,RIDER4698
4698,ORDER4699,2023-04-21,Delivered,48,52.38,1,RIDER4699
4699,ORDER4700,2023-12-06,Delivered,78,384.9,4,RIDER4700
4700,ORDER4701,2023-08-29,Failed,96,192.01,2,RIDER4701
4701,ORDER4702,2023-11-30,In Transit,54,200.05,3,RIDER4702
4702,ORDER4703,2023-09-15,Delivered,93,346.07,1,RIDER4703
4703,ORDER4704,2023-09-28,In Transit,70,118.52,4,RIDER4704
4704,ORDER4705,2023-12-13,In Transit,120,131.41,2,RIDER4705
4705,ORDER4706,2023-07-27,Failed,109,288.47,5,RIDER4706
4706,ORDER4707,2023-06-06,In Transit,79,75.07,5,RIDER4707
4707,ORDER4708,2023-06-15,Failed,26,450.9,3,RIDER4708
4708,ORDER4709,2023-11-28,In Transit,41,291.02,4,RIDER4709
4709,ORDER4710,2023-07-04,Delivered,113,142.96,5,RIDER4710
4710,ORDER4711,2023-06-20,Delivered,31,401.37,1,RIDER4711
4711,ORDER4712,2023-04-09,Delivered,104,434.56,2,RIDER4712
4712,ORDER4713,2023-04-09,In Transit,16,476.93,2,RIDER4713
4713,ORDER4714,2023-01-21,In Transit,112,463.23,1,RIDER4714
4714,ORDER4715,2023-10-08,Failed,80,420.8,4,RIDER4715
4715,ORDER4716,2023-08-30,Delivered,17,193.88,1,RIDER4716
4716,ORDER4717,2023-04-23,Failed,16,124.64,1,RIDER4717
4717,ORDER4718,2023-03-04,In Transit,66,271.52,2,RIDER4718
4718,ORDER4719,2023-08-07,In Transit,91,226.88,4,RIDER4719
4719,ORDER4720,2023-04-20,Failed,69,470.59,4,RIDER4720
4720,ORDER4721,2023-08-01,In Transit,42,161.05,5,RIDER4721
4721,ORDER4722,2023-06-05,In Transit,19,478.02,2,RIDER4722
4722,ORDER4723,2023-06-10,Failed,96,173.12,5,RIDER4723
4723,ORDER4724,2023-03-29,Failed,28,468.34,1,RIDER4724
4724,ORDER4725,2023-12-15,Delivered,93,269.08,3,RIDER4725
4725,ORDER4726,2023-04-16,In Transit,98,344.28,2,RIDER4726
4726,ORDER4727,2023-04-05,Delivered,36,440.46,4,RIDER4727
4727,ORDER4728,2023-12-07,Delivered,120,171.94,5,RIDER4728
4728,ORDER4729,2023-02-21,Failed,33,210.29,5,RIDER4729
4729,ORDER4730,2023-05-06,Failed,112,227.19,2,RIDER4730
4730,ORDER4731,2023-02-27,Delivered,113,81.46,5,RIDER4731
4731,ORDER4732,2023-01-15,Failed,113,157.36,2,RIDER4732
4732,ORDER4733,2023-01-04,Failed,100,374.64,3,RIDER4733
4733,ORDER4734,2023-08-10,In Transit,116,79.17,5,RIDER4734
4734,ORDER4735,2023-03-17,Failed,98,207.97,1,RIDER4735
4735,ORDER4736,2023-08-08,Delivered,28,131.24,3,RIDER4736
4736,ORDER4737,2023-09-21,In Transit,118,344.71,2,RIDER4737
4737,ORDER4738,2023-10-18,In Transit,75,313.15,1,RIDER4738
4738,ORDER4739,2023-04-02,In Transit,60,104.31,5,RIDER4739
4739,ORDER4740,2023-03-05,Failed,29,477.87,4,RIDER4740
4740,ORDER4741,2023-10-22,Delivered,94,271.68,4,RIDER4741
4741,ORDER4742,2023-10-07,In Transit,45,450.56,4,RIDER4742
4742,ORDER4743,2023-06-19,Delivered,13,51.53,3,RIDER4743
4743,ORDER4744,2023-05-13,Delivered,74,348.9,4,RIDER4744
4744,ORDER4745,2023-02-17,Delivered,12,73.18,5,RIDER4745
4745,ORDER4746,2023-03-12,Delivered,76,380.06,3,RIDER4746
4746,ORDER4747,2023-09-08,In Transit,118,351.76,4,RIDER4747
4747,ORDER4748,2023-02-24,In Transit,49,466.45,5,RIDER4748
4748,ORDER4749,2023-10-14,Failed,14,51.91,5,RIDER4749
4749,ORDER4750,2023-01-14,Delivered,11,174.13,5,RIDER4750
4750,ORDER4751,2023-09-26,In Transit,94,127.97,4,RIDER4751
4751,ORDER4752,2023-06-30,Failed,71,413.31,2,RIDER4752
4752,ORDER4753,2023-08-10,Delivered,18,132.3,5,RIDER4753
4753,ORDER4754,2023-09-03,Delivered,107,285.69,1,RIDER4754
4754,ORDER4755,2023-06-02,Delivered,13,334.51,2,RIDER4755
4755,ORDER4756,2023-06-02,Delivered,33,387.48,1,RIDER4756
4756,ORDER4757,2023-02-13,Delivered,28,153.29,5,RIDER4757
4757,ORDER4758,2023-12-19,Delivered,99,236.86,5,RIDER4758
4758,ORDER4759,2023-10-18,Delivered,45,328.04,5,RIDER4759
4759,ORDER4760,2023-05-18,Delivered,51,184.72,1,RIDER4760
4760,ORDER4761,2023-01-02,Delivered,40,482.27,5,RIDER4761
4761,ORDER4762,2023-07-13,In Transit,43,451.67,1,RIDER4762
4762,ORDER4763,2023-07-10,Failed,96,390.24,5,RIDER4763
4763,ORDER4764,2023-02-27,Delivered,82,69.35,1,RIDER4764
4764,ORDER4765,2023-11-14,Failed,11,498.65,5,RIDER4765
4765,ORDER4766,2023-06-20,Failed,91,252.68,5,RIDER4766
4766,ORDER4767,2023-07-05,Delivered,84,385.56,3,RIDER4767
4767,ORDER4768,2023-01-28,Delivered,78,412.96,5,RIDER4768
4768,ORDER4769,2023-12-03,In Transit,24,428.11,3,RIDER4769
4769,ORDER4770,2023-05-12,Failed,94,211.02,1,RIDER4770
4770,ORDER4771,2023-11-08,In Transit,101,272.57,1,RIDER4771
4771,ORDER4772,2023-01-12,Delivered,36,89.53,3,RIDER4772
4772,ORDER4773,2023-09-26,In Transit,56,416.54,2,RIDER4773
4773,ORDER4774,2023-12-28,Failed,109,86.76,1,RIDER4774
4774,ORDER4775,2023-09-18,Delivered,19,352.25,5,RIDER4775
4775,ORDER4776,2023-09-11,Failed,77,437.96,3,RIDER4776
4776,ORDER4777,2023-03-27,Failed,21,356.77,5,RIDER4777
4777,ORDER4778,2023-01-24,In Transit,29,464.6,1,RIDER4778
4778,ORDER4779,2023-03-24,Failed,48,381.7,1,RIDER4779
4779,ORDER4780,2023-01-23,In Transit,98,475.16,1,RIDER4780
4780,ORDER4781,2023-04-18,In Transit,92,454.65,4,RIDER4781
4781,ORDER4782,2023-01-18,Failed,101,141.31,1,RIDER4782
4782,ORDER4783,2023-05-25,Delivered,110,375.07,4,RIDER4783
4783,ORDER4784,2023-12-05,In Transit,95,383.39,4,RIDER4784
4784,ORDER4785,2023-02-11,Delivered,36,438.14,5,RIDER4785
4785,ORDER4786,2023-03-10,Delivered,22,187.19,2,RIDER4786
4786,ORDER4787,2023-07-30,Delivered,110,113.0,4,RIDER4787
4787,ORDER4788,2023-08-02,Delivered,50,292.57,4,RIDER4788
4788,ORDER4789,2023-01-09,Failed,96,216.89,5,RIDER4789
4789,ORDER4790,2023-06-27,Failed,15,467.25,2,RIDER4790
4790,ORDER4791,2023-08-02,Delivered,62,198.72,5,RIDER4791
4791,ORDER4792,2023-03-23,Failed,55,59.69,4,RIDER4792
4792,ORDER4793,2023-05-11,Delivered,74,202.6,5,RIDER4793
4793,ORDER4794,2023-04-07,Delivered,42,211.1,1,RIDER4794
4794,ORDER4795,2023-06-19,Delivered,40,53.08,3,RIDER4795
4795,ORDER4796,2023-07-23,In Transit,60,337.96,4,RIDER4796
4796,ORDER4797,2023-10-17,In Transit,47,175.33,3,RIDER4797
4797,ORDER4798,2023-09-24,In Transit,53,88.92,2,RIDER4798
4798,ORDER4799,2023-05-21,Delivered,105,361.15,3,RIDER4799
4799,ORDER4800,2023-12-27,In Transit,48,308.31,3,RIDER4800
4800,ORDER4801,2023-02-05,Delivered,115,276.06,5,RIDER4801
4801,ORDER4802,2023-08-23,Failed,31,247.69,4,RIDER4802
4802,ORDER4803,2023-06-03,In Transit,50,486.61,2,RIDER4803
4803,ORDER4804,2023-06-05,Delivered,95,237.79,1,RIDER4804
4804,ORDER4805,2023-03-11,In Transit,69,491.46,3,RIDER4805
4805,ORDER4806,2023-02-20,Delivered,36,247.49,1,RIDER4806
4806,ORDER4807,2023-04-16,Delivered,44,135.59,5,RIDER4807
4807,ORDER4808,2023-09-10,Failed,63,142.33,2,RIDER4808
4808,ORDER4809,2023-10-30,Failed,45,464.94,5,RIDER4809
4809,ORDER4810,2023-04-07,Failed,25,173.06,4,RIDER4810
4810,ORDER4811,2023-09-09,In Transit,119,433.41,2,RIDER4811
4811,ORDER4812,2023-05-19,Failed,101,203.36,3,RIDER4812
4812,ORDER4813,2023-01-23,Failed,117,449.16,3,RIDER4813
4813,ORDER4814,2023-10-18,Failed,102,444.44,4,RIDER4814
4814,ORDER4815,2023-04-23,Failed,117,206.32,1,RIDER4815
4815,ORDER4816,2023-04-16,In Transit,35,324.62,5,RIDER4816
4816,ORDER4817,2023-06-02,Delivered,103,282.71,4,RIDER4817
4817,ORDER4818,2023-07-30,Delivered,70,179.44,5,RIDER4818
4818,ORDER4819,2023-05-23,Delivered,109,164.1,2,RIDER4819
4819,ORDER4820,2023-10-26,In Transit,71,469.25,5,RIDER4820
4820,ORDER4821,2023-07-07,Failed,41,160.19,4,RIDER4821
4821,ORDER4822,2023-04-04,In Transit,89,367.36,1,RIDER4822
4822,ORDER4823,2023-02-27,Failed,43,224.18,4,RIDER4823
4823,ORDER4824,2023-05-09,In Transit,40,275.92,4,RIDER4824
4824,ORDER4825,2023-10-14,In Transit,50,295.02,3,RIDER4825
4825,ORDER4826,2023-02-23,In Transit,16,320.66,2,RIDER4826
4826,ORDER4827,2023-06-07,In Transit,21,246.53,5,RIDER4827
4827,ORDER4828,2023-07-20,Failed,68,491.12,2,RIDER4828
4828,ORDER4829,2023-05-31,Failed,85,313.36,5,RIDER4829
4829,ORDER4830,2023-12-07,Failed,45,284.65,4,RIDER4830
4830,ORDER4831,2023-04-22,Failed,50,201.87,5,RIDER4831
4831,ORDER4832,2023-01-11,Delivered,63,333.73,2,RIDER4832
4832,ORDER4833,2023-09-26,Delivered,86,497.51,2,RIDER4833
4833,ORDER4834,2023-02-10,In Transit,19,103.44,4,RIDER4834
4834,ORDER4835,2023-01-17,Delivered,95,272.94,5,RIDER4835
4835,ORDER4836,2023-11-04,In Transit,103,326.27,3,RIDER4836
4836,ORDER4837,2023-07-20,Delivered,50,199.77,1,RIDER4837
4837,ORDER4838,2023-11-11,In Transit,111,318.64,2,RIDER4838
4838,ORDER4839,2023-10-31,In Transit,107,51.59,5,RIDER4839
4839,ORDER4840,2023-11-27,In Transit,84,429.26,3,RIDER4840
4840,ORDER4841,2023-11-21,In Transit,42,487.87,5,RIDER4841
4841,ORDER4842,2023-04-07,Delivered,83,190.71,2,RIDER4842
4842,ORDER4843,2023-01-29,Delivered,12,188.6,5,RIDER4843
4843,ORDER4844,2023-03-21,In Transit,42,491.55,4,RIDER4844
4844,ORDER4845,2023-04-17,Failed,99,289.89,1,RIDER4845
4845,ORDER4846,2023-11-12,In Transit,98,50.42,3,RIDER4846
4846,ORDER4847,2023-08-31,In Transit,99,287.29,3,RIDER4847
4847,ORDER4848,2023-10-17,Failed,94,205.17,5,RIDER4848
4848,ORDER4849,2023-03-18,Failed,77,128.29,2,RIDER4849
4849,ORDER4850,2023-07-26,Delivered,27,343.98,5,RIDER4850
4850,ORDER4851,2023-08-18,Delivered,59,168.98,5,RIDER4851
4851,ORDER4852,2023-07-20,In Transit,49,314.14,5,RIDER4852
4852,ORDER4853,2023-07-01,In Transit,73,144.04,4,RIDER4853
4853,ORDER4854,2023-08-29,Failed,81,129.72,5,RIDER4854
4854,ORDER4855,2023-10-16,Delivered,46,467.6,1,RIDER4855
4855,ORDER4856,2023-05-17,Failed,83,87.36,1,RIDER4856
4856,ORDER4857,2023-11-02,Delivered,71,461.44,3,RIDER4857
4857,ORDER4858,2023-01-27,Failed,75,454.88,5,RIDER4858
4858,ORDER4859,2023-10-26,Failed,43,307.5,5,RIDER4859
4859,ORDER4860,2023-02-06,Failed,110,479.51,2,RIDER4860
4860,ORDER4861,2023-07-05,Failed,21,166.85,4,RIDER4861
4861,ORDER4862,2023-05-01,Failed,53,425.45,1,RIDER4862
4862,ORDER4863,2023-05-08,Failed,43,319.18,1,RIDER4863
4863,ORDER4864,2023-01-14,Failed,108,331.75,4,RIDER4864
4864,ORDER4865,2023-10-20,Delivered,37,121.25,5,RIDER4865
4865,ORDER4866,2023-03-08,Failed,120,180.6,5,RIDER4866
4866,ORDER4867,2023-04-20,Delivered,88,73.17,4,RIDER4867
4867,ORDER4868,2023-04-03,Failed,93,248.03,2,RIDER4868
4868,ORDER4869,2023-02-02,In Transit,71,301.91,2,RIDER4869
4869,ORDER4870,2023-10-01,In Transit,82,209.48,2,RIDER4870
4870,ORDER4871,2023-02-11,In Transit,114,182.96,5,RIDER4871
4871,ORDER4872,2023-04-06,Delivered,104,192.79,4,RIDER4872
4872,ORDER4873,2023-03-08,Delivered,81,416.25,5,RIDER4873
4873,ORDER4874,2023-07-28,Failed,82,320.68,5,RIDER4874
4874,ORDER4875,2023-02-27,Failed,66,390.4,2,RIDER4875
4875,ORDER4876,2023-03-03,Delivered,69,188.26,1,RIDER4876
4876,ORDER4877,2023-07-19,Delivered,107,373.1,3,RIDER4877
4877,ORDER4878,2023-12-21,In Transit,114,354.99,2,RIDER4878
4878,ORDER4879,2023-01-29,In Transit,14,50.02,3,RIDER4879
4879,ORDER4880,2023-04-16,Failed,93,487.92,5,RIDER4880
4880,ORDER4881,2023-03-08,Failed,17,226.05,3,RIDER4881
4881,ORDER4882,2023-11-09,In Transit,104,118.86,1,RIDER4882
4882,ORDER4883,2023-08-16,In Transit,79,187.07,5,RIDER4883
4883,ORDER4884,2023-07-12,Delivered,61,493.2,5,RIDER4884
4884,ORDER4885,2023-06-20,Delivered,10,174.13,1,RIDER4885
4885,ORDER4886,2023-10-06,Delivered,73,149.02,2,RIDER4886
4886,ORDER4887,2023-10-22,In Transit,95,472.04,3,RIDER4887
4887,ORDER4888,2023-12-30,Delivered,96,126.94,2,RIDER4888
4888,ORDER4889,2023-03-23,Delivered,70,356.21,5,RIDER4889
4889,ORDER4890,2023-10-08,Failed,94,385.62,2,RIDER4890
4890,ORDER4891,2023-08-14,Delivered,19,265.35,5,RIDER4891
4891,ORDER4892,2023-09-25,In Transit,70,237.58,5,RIDER4892
4892,ORDER4893,2023-10-31,Delivered,16,270.87,1,RIDER4893
4893,ORDER4894,2023-07-27,In Transit,18,414.55,1,RIDER4894
4894,ORDER4895,2023-08-24,In Transit,19,402.76,1,RIDER4895
4895,ORDER4896,2023-02-17,In Transit,120,377.36,3,RIDER4896
4896,ORDER4897,2023-01-11,Failed,28,476.81,2,RIDER4897
4897,ORDER4898,2023-02-06,Failed,89,148.92,4,RIDER4898
4898,ORDER4899,2023-10-21,Failed,115,353.29,1,RIDER4899
4899,ORDER4900,2023-07-28,Delivered,98,324.91,3,RIDER4900
4900,ORDER4901,2023-03-19,Failed,89,332.89,5,RIDER4901
4901,ORDER4902,2023-11-20,Failed,46,311.98,4,RIDER4902
4902,ORDER4903,2023-09-11,In Transit,22,281.06,5,RIDER4903
4903,ORDER4904,2023-03-12,Delivered,47,485.69,4,RIDER4904
4904,ORDER4905,2023-07-30,Failed,74,372.33,2,RIDER4905
4905,ORDER4906,2023-07-22,Failed,82,241.78,5,RIDER4906
4906,ORDER4907,2023-03-10,Failed,29,401.57,3,RIDER4907
4907,ORDER4908,2023-11-30,In Transit,81,309.81,5,RIDER4908
4908,ORDER4909,2023-11-07,In Transit,66,143.77,1,RIDER4909
4909,ORDER4910,2023-05-11,In Transit,97,387.77,2,RIDER4910
4910,ORDER4911,2023-04-28,In Transit,32,52.45,1,RIDER4911
4911,ORDER4912,2023-09-10,Failed,52,433.41,5,RIDER4912
4912,ORDER4913,2023-06-03,Failed,53,459.56,5,RIDER4913
4913,ORDER4914,2023-11-24,Failed,29,358.87,1,RIDER4914
4914,ORDER4915,2023-02-26,In Transit,100,442.97,5,RIDER4915
4915,ORDER4916,2023-02-28,In Transit,21,155.88,1,RIDER4916
4916,ORDER4917,2023-10-18,In Transit,72,214.86,3,RIDER4917
4917,ORDER4918,2023-09-13,In Transit,81,169.49,4,RIDER4918
4918,ORDER4919,2023-04-25,Failed,77,400.9,4,RIDER4919
4919,ORDER4920,2023-09-28,Delivered,52,492.83,3,RIDER4920
4920,ORDER4921,2023-10-24,Delivered,45,301.4,1,RIDER4921
4921,ORDER4922,2023-01-04,In Transit,108,292.5,1,RIDER4922
4922,ORDER4923,2023-11-07,In Transit,107,148.33,4,RIDER4923
4923,ORDER4924,2023-10-20,Failed,66,347.23,2,RIDER4924
4924,ORDER4925,2023-12-09,Failed,114,70.18,2,RIDER4925
4925,ORDER4926,2023-01-21,In Transit,11,206.1,1,RIDER4926
4926,ORDER4927,2023-10-31,Failed,10,451.59,4,RIDER4927
4927,ORDER4928,2023-09-02,In Transit,65,441.24,1,RIDER4928
4928,ORDER4929,2023-02-06,Failed,19,374.59,5,RIDER4929
4929,ORDER4930,2023-06-11,In Transit,80,161.54,4,RIDER4930
4930,ORDER4931,2023-04-25,In Transit,22,321.46,5,RIDER4931
4931,ORDER4932,2023-06-19,Failed,115,211.24,4,RIDER4932
4932,ORDER4933,2023-12-25,In Transit,36,62.35,3,RIDER4933
4933,ORDER4934,2023-09-06,Delivered,53,283.96,2,RIDER4934
4934,ORDER4935,2023-10-26,Delivered,109,109.57,3,RIDER4935
4935,ORDER4936,2023-11-29,Failed,32,494.35,3,RIDER4936
4936,ORDER4937,2023-01-01,Delivered,87,244.57,4,RIDER4937
4937,ORDER4938,2023-04-18,Delivered,36,153.18,3,RIDER4938
4938,ORDER4939,2023-10-10,In Transit,115,152.97,4,RIDER4939
4939,ORDER4940,2023-04-25,Failed,70,357.46,3,RIDER4940
4940,ORDER4941,2023-05-01,In Transit,41,302.77,2,RIDER4941
4941,ORDER4942,2023-02-23,In Transit,26,402.18,5,RIDER4942
4942,ORDER4943,2023-08-07,Delivered,94,207.76,4,RIDER4943
4943,ORDER4944,2023-12-06,Failed,49,105.26,3,RIDER4944
4944,ORDER4945,2023-01-27,Failed,72,132.72,4,RIDER4945
4945,ORDER4946,2023-01-27,In Transit,25,207.38,1,RIDER4946
4946,ORDER4947,2023-12-10,Delivered,18,372.94,3,RIDER4947
4947,ORDER4948,2023-12-28,Failed,24,314.68,4,RIDER4948
4948,ORDER4949,2023-06-26,Failed,54,322.37,5,RIDER4949
4949,ORDER4950,2023-10-01,Delivered,58,227.34,2,RIDER4950
4950,ORDER4951,2023-04-19,Failed,47,348.08,3,RIDER4951
4951,ORDER4952,2023-10-03,Failed,106,395.96,1,RIDER4952
4952,ORDER4953,2023-09-08,In Transit,75,323.76,1,RIDER4953
4953,ORDER4954,2023-07-09,Delivered,42,257.75,4,RIDER4954
4954,ORDER4955,2023-08-10,Delivered,75,52.69,4,RIDER4955
4955,ORDER4956,2023-03-14,Delivered,119,149.27,1,RIDER4956
4956,ORDER4957,2023-09-13,In Transit,45,208.25,5,RIDER4957
4957,ORDER4958,2023-01-01,Delivered,59,248.69,2,RIDER4958
4958,ORDER4959,2023-09-01,Failed,29,179.83,2,RIDER4959
4959,ORDER4960,2023-03-07,Failed,112,184.87,1,RIDER4960
4960,ORDER4961,2023-03-12,Delivered,14,145.96,3,RIDER4961
4961,ORDER4962,2023-09-30,In Transit,83,396.67,2,RIDER4962
4962,ORDER4963,2023-06-30,In Transit,96,353.46,2,RIDER4963
4963,ORDER4964,2023-03-23,In Transit,60,100.02,4,RIDER4964
4964,ORDER4965,2023-01-24,In Transit,79,244.08,2,RIDER4965
4965,ORDER4966,2023-08-03,In Transit,10,221.26,2,RIDER4966
4966,ORDER4967,2023-08-31,Delivered,99,126.23,4,RIDER4967
4967,ORDER4968,2023-08-09,Failed,70,437.23,1,RIDER4968
4968,ORDER4969,2023-04-03,Failed,96,259.04,1,RIDER4969
4969,ORDER4970,2023-10-13,In Transit,86,110.26,5,RIDER4970
4970,ORDER4971,2023-08-19,Delivered,32,326.3,5,RIDER4971
4971,ORDER4972,2023-02-22,In Transit,40,383.79,1,RIDER4972
4972,ORDER4973,2023-07-06,Failed,43,105.16,4,RIDER4973
4973,ORDER4974,2023-04-15,Delivered,108,132.53,1,RIDER4974
4974,ORDER4975,2023-05-02,Failed,107,248.11,2,RIDER4975
4975,ORDER4976,2023-03-12,Delivered,10,376.22,3,RIDER4976
4976,ORDER4977,2023-02-02,Delivered,84,349.57,5,RIDER4977
4977,ORDER4978,2023-06-26,Failed,44,109.51,1,RIDER4978
4978,ORDER4979,2023-02-02,Delivered,95,121.66,3,RIDER4979
4979,ORDER4980,2023-10-13,In Transit,74,252.73,5,RIDER4980
4980,ORDER4981,2023-10-08,In Transit,96,331.02,5,RIDER4981
4981,ORDER4982,2023-08-17,In Transit,93,434.29,5,RIDER4982
4982,ORDER4983,2023-07-20,In Transit,14,473.44,2,RIDER4983
4983,ORDER4984,2023-02-11,In Transit,115,433.45,4,RIDER4984
4984,ORDER4985,2023-06-02,In Transit,35,139.6,4,RIDER4985
4985,ORDER4986,2023-07-11,Failed,14,162.59,1,RIDER4986
4986,ORDER4987,2023-03-04,Delivered,15,430.75,4,RIDER4987
4987,ORDER4988,2023-11-24,In Transit,78,68.15,4,RIDER4988
4988,ORDER4989,2023-01-11,In Transit,42,59.48,1,RIDER4989
4989,ORDER4990,2023-05-22,Delivered,29,130.46,5,RIDER4990
4990,ORDER4991,2023-11-18,Failed,26,95.86,2,RIDER4991
4991,ORDER4992,2023-09-24,In Transit,80,142.38,1,RIDER4992
4992,ORDER4993,2023-11-06,Failed,23,283.57,2,RIDER4993
4993,ORDER4994,2023-01-26,Delivered,105,65.95,2,RIDER4994
4994,ORDER4995,2023-03-04,In Transit,85,254.08,2,RIDER4995
4995,ORDER4996,2023-07-01,Delivered,82,373.4,5,RIDER4996
4996,ORDER4997,2023-08-28,Failed,43,423.01,5,RIDER4997
4997,ORDER4998,2023-07-30,Delivered,29,328.1,2,RIDER4998
4998,ORDER4999,2023-08-07,Failed,54,292.57,3,RIDER4999
4999,ORDER5000,2023-05-23,Failed,70,199.95,1,RIDER5000
5000,ORDER5001,2023-09-12,In Transit,62,190.37,2,RIDER5001
5001,ORDER5002,2023-03-02,Failed,89,319.19,5,RIDER5002
5002,ORDER5003,2023-07-30,Delivered,94,149.96,1,RIDER5003
5003,ORDER5004,2023-05-19,Delivered,22,434.06,3,RIDER5004
5004,ORDER5005,2023-12-20,Delivered,109,256.4,5,RIDER5005
5005,ORDER5006,2023-02-05,Failed,58,384.38,4,RIDER5006
5006,ORDER5007,2023-04-22,In Transit,96,94.83,4,RIDER5007
5007,ORDER5008,2023-10-24,In Transit,77,181.22,1,RIDER5008
5008,ORDER5009,2023-12-20,Delivered,18,490.37,2,RIDER5009
5009,ORDER5010,2023-10-23,Failed,61,144.78,4,RIDER5010
5010,ORDER5011,2023-01-23,Failed,18,289.53,4,RIDER5011
5011,ORDER5012,2023-10-23,Delivered,42,351.08,2,RIDER5012
5012,ORDER5013,2023-11-18,Failed,102,341.73,1,RIDER5013
5013,ORDER5014,2023-09-09,In Transit,35,436.19,2,RIDER5014
5014,ORDER5015,2023-10-10,Delivered,52,497.76,5,RIDER5015
5015,ORDER5016,2023-03-01,Failed,110,387.65,3,RIDER5016
5016,ORDER5017,2023-10-15,Delivered,91,149.06,1,RIDER5017
5017,ORDER5018,2023-02-25,Failed,117,294.48,1,RIDER5018
5018,ORDER5019,2023-10-19,Delivered,31,266.94,3,RIDER5019
5019,ORDER5020,2023-05-19,Failed,99,354.3,4,RIDER5020
5020,ORDER5021,2023-10-08,In Transit,99,387.84,2,RIDER5021
5021,ORDER5022,2023-07-01,Delivered,66,84.88,1,RIDER5022
5022,ORDER5023,2023-09-02,Delivered,101,87.72,3,RIDER5023
5023,ORDER5024,2023-09-11,Failed,23,249.06,2,RIDER5024
5024,ORDER5025,2023-03-19,In Transit,59,152.75,2,RIDER5025
5025,ORDER5026,2023-08-12,Failed,58,166.7,1,RIDER5026
5026,ORDER5027,2023-05-02,Delivered,56,288.29,3,RIDER5027
5027,ORDER5028,2023-12-15,Delivered,57,327.59,2,RIDER5028
5028,ORDER5029,2023-10-31,In Transit,54,478.64,2,RIDER5029
5029,ORDER5030,2023-03-26,Delivered,43,282.46,5,RIDER5030
5030,ORDER5031,2023-09-30,Delivered,57,68.74,2,RIDER5031
5031,ORDER5032,2023-12-20,Delivered,111,68.94,5,RIDER5032
5032,ORDER5033,2023-07-09,Delivered,101,271.58,3,RIDER5033
5033,ORDER5034,2023-07-22,In Transit,11,347.9,4,RIDER5034
5034,ORDER5035,2023-03-08,Failed,23,420.39,5,RIDER5035
5035,ORDER5036,2023-10-31,Failed,28,113.83,4,RIDER5036
5036,ORDER5037,2023-08-25,Delivered,18,127.29,5,RIDER5037
5037,ORDER5038,2023-10-22,Failed,69,179.72,4,RIDER5038
5038,ORDER5039,2023-08-09,In Transit,48,175.33,5,RIDER5039
5039,ORDER5040,2023-03-21,Failed,18,190.66,2,RIDER5040
